2.449974	3.474963	2
4.274954	5.224944	2
7.174923	8.074913	2
8.424910	9.424899	2
26.149720	27.274708	2
27.999700	29.249687	2
35.624618	36.724606	2
41.249558	42.024550	2
42.424545	43.324536	2
43.449534	44.474523	2
51.574447	52.349439	2
52.924433	53.899422	2
56.099399	57.099388	2
57.699382	58.524373	2
60.199355	61.274343	2
61.799338	62.774327	2
70.174248	71.074238	2
77.074174	78.024164	2
82.099120	82.949111	2
84.649093	85.649082	2
90.324032	91.524019	2
94.148991	95.098981	2
95.248979	96.348967	2
97.398956	98.373946	2
101.323914	102.148905	2
102.473902	103.448891	2
105.523869	106.598858	2
109.473827	110.523816	2
119.698717	120.923704	2
121.223701	122.298689	2
123.973671	125.048660	2
125.748652	126.673642	2
133.948564	135.048553	2
135.398549	136.648536	2
137.373528	138.298518	2
139.473505	140.523494	2
144.648450	145.698439	2
147.448420	148.498409	2
153.023360	154.073349	2
157.448313	158.448302	2
161.848265	163.123252	2
165.473227	166.573215	2
167.898201	169.023189	2
169.173187	170.448173	2
176.848105	178.098091	2
179.973071	181.098059	2
184.998017	185.998007	2
187.647989	188.922975	2
189.622968	190.422959	2
190.597957	191.722945	2
195.447905	196.472894	2
197.722881	198.597872	2
204.372810	205.597797	2
207.897772	208.922761	2
217.447670	218.822655	2
220.597636	221.697624	2
222.997610	223.897601	2
225.272586	226.272575	2
226.272575	227.597561	2
227.872558	228.997546	2
231.272521	232.622507	2
233.272500	234.697485	2
234.997482	235.997471	2
236.447466	237.722452	2
237.872451	238.872440	2
238.997439	239.622432	2
239.997428	240.522422	2
240.722420	241.522412	2
242.472401	243.422391	2
244.322382	245.772366	2
253.272286	254.372274	2
255.822258	256.497251	2
256.622250	257.522240	2
257.972235	258.847226	2
260.272211	261.222200	2
263.922172	264.722163	2
269.022117	269.922107	2
269.922107	270.822098	2
271.722088	272.572079	2
273.247072	274.297060	2
281.496983	282.796969	2
284.446952	285.671938	2
286.646928	287.771916	2
298.371802	299.496790	2
